id,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
TX0000028856,584,CASH_OUT,2331.00,C000015116,45824.00,43493.00,C000016813,32001.60,32001.60,0,0
TX0000028857,585,CASH_IN,1396.80,C000015129,51442.80,52839.60,C000016842,15823.00,17219.80,0,0
TX0000028858,586,DEBIT,4885.30,C000015142,1566.50,0.00,M00003284,132938.00,137823.30,0,0
TX0000028859,587,PAYMENT,795.00,C000015155,6712.50,5917.50,M00003303,202194.00,202989.00,0,0
TX0000028860,588,PAYMENT,3018.40,C000015168,6860.60,3842.20,M00003322,64798.00,67816.40,0,0
TX0000028861,589,PAYMENT,2432.00,C000015181,7098.00,4666.00,M00003341,134960.00,137392.00,0,0
TX0000028862,590,PAYMENT,784.80,C000015194,11360.70,10575.90,M00003360,205105.50,205890.30,0,0
TX0000028863,591,PAYMENT,1177.80,C000015207,14933.20,13755.40,M00003379,72899.00,74076.80,0,0
TX0000028864,592,PAYMENT,784.50,C000015220,19538.00,18753.50,M00003398,137570.50,138355.00,0,0
TX0000028865,593,PAYMENT,3422.40,C000015233,22011.60,18589.20,M00003417,205880.00,209302.40,0,0
TX0000028866,594,PAYMENT,2123.00,C000015246,21834.50,19711.50,M00003436,76317.50,78440.50,0,0
TX0000028867,595,TRANSFER,1515.80,C000015259,27980.20,26464.40,C000017132,8565.50,10081.30,0,0
TX0000028868,596,TRANSFER,1470.30,C000015272,29068.20,27597.90,C000017161,41552.80,43023.10,0,0
TX0000028869,597,CASH_OUT,364.00,C000015285,38595.50,38231.50,C000017190,19584.50,19584.50,0,0
TX0000028870,598,CASH_OUT,3416.40,C000015298,32353.10,28936.70,C000017219,49347.20,49347.20,0,0
TX0000028871,599,CASH_IN,324.00,C000015311,40869.00,41193.00,C000017248,27894.60,28218.60,0,0
TX0000028872,600,DEBIT,2111.30,C000015324,42939.70,40828.40,M00003550,84261.00,86372.30,0,0
TX0000028873,601,PAYMENT,1352.80,C000015337,43613.20,42260.40,M00003569,151976.00,153328.80,0,0
TX0000028874,602,PAYMENT,4665.00,C000015350,50736.00,46071.00,M00003588,17838.50,22503.50,0,0
TX0000028875,603,PAYMENT,660.40,C000015363,886.60,226.20,M00003607,87179.00,87839.40,0,0
TX0000028876,604,PAYMENT,95.00,C000015376,4067.50,3972.50,M00003626,154547.50,154642.50,0,0
TX0000028877,605,PAYMENT,2296.80,C000015389,8648.50,6351.70,M00003645,20024.00,22320.80,0,0
TX0000028878,606,PAYMENT,825.30,C000015402,3821.80,2996.50,M00003664,95037.20,95862.50,0,0
TX0000028879,607,PAYMENT,952.00,C000015415,12407.00,11455.00,M00003683,157780.00,158732.00,0,0
TX0000028880,608,PAYMENT,734.40,C000015428,15240.10,14505.70,M00003702,24786.00,25520.40,0,0
TX0000028881,609,TRANSFER,3196.00,C000015441,19134.00,15938.00,C000017538,25340.70,28536.70,0,0
TX0000028882,610,TRANSFER,2072.30,C000015454,19133.20,17060.90,C000017567,6855.00,8927.30,0,0
TX0000028883,611,CASH_OUT,1198.80,C000015467,26011.30,24812.50,C000017596,33934.50,33934.50,0,0
TX0000028884,612,CASH_OUT,1329.00,C000015480,26457.50,25128.50,C000017625,10620.00,10620.00,0,0
TX0000028885,613,CASH_OUT,398.40,C000015493,30003.60,29605.20,C000017654,41952.20,41952.20,0,0
TX0000028886,614,CASH_IN,3274.50,C000015506,38947.00,42221.50,C000017683,22447.20,25721.70,0,0
TX0000028887,615,PAYMENT,267.80,C000015519,36715.20,36447.40,M00003835,98805.00,99072.80,0,0
TX0000028888,616,PAYMENT,1878.80,C000015532,40217.00,38338.20,M00003854,169370.50,171249.30,0,0
TX0000028889,617,PAYMENT,1296.00,C000015545,40918.00,39622.00,M00003873,36728.00,38024.00,0,0
TX0000028890,618,PAYMENT,4431.90,C000015558,45177.10,40745.20,M00003892,105465.00,109896.90,0,0
TX0000028891,619,PAYMENT,513.00,C000015571,48282.00,47769.00,M00003911,172100.00,172613.00,0,0
TX0000028892,620,PAYMENT,123.30,C000015584,1287.20,1163.90,M00003930,39553.00,39676.30,0,0
TX0000028893,621,PAYMENT,2148.80,C000015597,5567.00,3418.20,M00003949,105024.00,107172.80,0,0
TX0000028894,622,PAYMENT,853.00,C000015610,5788.50,4935.50,M00003968,178684.50,179537.50,0,0
TX0000028895,623,TRANSFER,713.40,C000015623,9893.60,9180.20,C000017944,37838.10,38551.50,0,0
TX0000028896,624,TRANSFER,671.50,C000015636,13164.80,12493.30,C000017973,19371.60,20043.10,0,0
TX0000028897,625,TRANSFER,2956.80,C000015649,16269.20,13312.40,C000018002,50556.50,53513.30,0,0
TX0000028898,626,CASH_OUT,2008.80,C000015662,16444.70,14435.90,C000018031,29088.00,29088.00,0,0
TX0000028899,627,CASH_OUT,869.00,C000015675,22419.00,21550.00,C000018060,8557.50,8557.50,0,0
TX0000028900,628,CASH_IN,1174.90,C000015688,27346.40,28521.30,C000018089,38568.60,39743.50,0,0
TX0000028901,629,PAYMENT,420.00,C000015701,32062.10,31642.10,M00004101,48600.00,49020.00,0,0
TX0000028902,630,PAYMENT,3119.80,C000015714,27328.10,24208.30,M00004120,119364.00,122483.80,0,0
TX0000028903,631,PAYMENT,198.80,C000015727,34032.20,33833.40,M00004139,183766.00,183964.80,0,0
TX0000028904,632,PAYMENT,1633.50,C000015740,37209.50,35576.00,M00004158,55766.00,57399.50,0,0
TX0000028905,633,PAYMENT,1226.40,C000015753,38235.60,37009.20,M00004177,121416.00,122642.40,0,0
TX0000028906,634,PAYMENT,4186.00,C000015766,42319.00,38133.00,M00004196,188100.00,192286.00,0,0
TX0000028907,635,PAYMENT,352.80,C000015779,47090.60,46737.80,M00004215,56957.00,57309.80,0,0
TX0000028908,636,PAYMENT,138.80,C000015792,48519.70,48380.90,M00004234,127104.50,127243.30,0,0
TX0000028909,637,TRANSFER,1988.00,C000015805,0.00,0.00,C000018350,8188.00,10176.00,0,0
TX0000028910,638,TRANSFER,867.90,C000015818,3021.60,2153.70,C000018379,37050.60,37918.50,0,0
TX0000028911,639,TRANSFER,462.00,C000015831,7998.00,7536.00,C000018408,13076.10,13538.10,0,0
TX0000028912,640,CASH_OUT,595.80,C000015844,11573.50,10977.70,C000018437,42344.40,42344.40,0,0
TX0000028913,641,CASH_OUT,2704.80,C000015857,13417.20,10712.40,C000018466,20399.00,20399.00,0,0
TX0000028914,642,CASH_IN,1932.50,C000015870,19953.00,21885.50,C000018495,4542.00,6474.50,0,0
TX0000028915,643,DEBIT,5566.40,C000015883,19309.10,13742.70,M00004367,202375.60,207942.00,0,0
TX0000028916,644,PAYMENT,1008.00,C000015896,21274.50,20266.50,M00004386,66805.00,67813.00,0,0
TX0000028917,645,PAYMENT,428.80,C000015909,24469.20,24040.40,M00004405,133328.00,133756.80,0,0
TX0000028918,646,PAYMENT,2952.30,C000015922,24561.20,21608.90,M00004424,204266.50,207218.80,0,0
TX0000028919,647,PAYMENT,1467.00,C000015935,28662.00,27195.00,M00004443,71363.00,72830.00,0,0
TX0000028920,648,PAYMENT,1375.40,C000015948,39407.60,38032.20,M00004462,140837.50,142212.90,0,0
TX0000028921,649,PAYMENT,1144.00,C000015961,38253.10,37109.10,M00004481,202630.00,203774.00,0,0
TX0000028922,650,PAYMENT,3927.30,C000015974,39473.70,35546.40,M00004500,73250.50,77177.80,0,0
TX0000028923,651,PAYMENT,2789.80,C000015987,39151.20,36361.40,M00004519,145710.00,148499.80,0,0
TX0000028924,652,TRANSFER,141.50,C000016000,45765.00,45623.50,C000018785,0.00,141.50,0,0
TX0000028925,653,TRANSFER,1814.40,C000016013,46707.60,44893.20,C000018814,30188.80,32003.20,0,0
TX0000028926,654,CASH_OUT,870.00,C000016026,3701.10,2831.10,C000018843,8585.60,8585.60,0,0
TX0000028927,655,CASH_OUT,4067.80,C000016039,4888.20,820.40,C000018872,37011.90,37011.90,0,0
TX0000028928,656,CASH_IN,507.30,C000016052,9026.80,9534.10,C000018901,19887.80,20395.10,0,0
TX0000028929,657,CASH_IN,2440.00,C000016065,11554.00,13994.00,C000018930,43855.50,46295.50,0,0
TX0000028930,658,PAYMENT,1843.40,C000016078,11106.10,9262.70,M00004652,16651.50,18494.90,0,0
TX0000028931,659,PAYMENT,186.00,C000016091,19195.00,19009.00,M00004671,84195.00,84381.00,0,0
TX0000028932,660,PAYMENT,828.30,C000016104,18702.20,17873.90,M00004690,151916.50,152744.80,0,0
TX0000028933,661,PAYMENT,424.80,C000016117,21721.20,21296.40,M00004709,24112.00,24536.80,0,0
TX0000028934,662,PAYMENT,2772.00,C000016130,23929.50,21157.50,M00004728,89105.00,91877.00,0,0
TX0000028935,663,PAYMENT,1462.40,C000016143,25914.60,24452.20,M00004747,156286.00,157748.40,0,0
TX0000028936,664,PAYMENT,1104.50,C000016156,31530.50,30426.00,M00004766,25845.00,26949.50,0,0
TX0000028937,665,PAYMENT,1048.80,C000016169,32909.20,31860.40,M00004785,91232.00,92280.80,0,0
TX0000028938,666,TRANSFER,3655.80,C000016182,36641.20,32985.40,C000019191,14210.80,17866.60,0,0
TX0000028939,667,TRANSFER,2694.00,C000016195,37177.50,34483.50,C000019220,49121.50,51815.50,0,0
TX0000028940,668,CASH_OUT,131.40,C000016208,47300.10,47168.70,C000019249,19556.40,19556.40,0,0
TX0000028941,669,CASH_OUT,1628.00,C000016221,44142.00,42514.00,C000019278,3642.60,3642.60,0,0
TX0000028942,670,CASH_OUT,859.30,C000016234,47526.20,46666.90,C000019307,32849.40,32849.40,0,0
TX0000028943,671,CASH_IN,3880.80,C000016247,2676.80,6557.60,C000019336,13818.80,17699.60,0,0
TX0000028944,672,PAYMENT,406.00,C000016260,4560.50,4154.50,M00004918,168058.00,168464.00,0,0
TX0000028945,673,PAYMENT,2162.40,C000016273,9500.60,7338.20,M00004937,38770.00,40932.40,0,0
TX0000028946,674,PAYMENT,1741.50,C000016286,8456.00,6714.50,M00004956,101530.00,103271.50,0,0
TX0000028947,675,PAYMENT,259.80,C000016299,12553.20,12293.40,M00004975,172578.00,172837.80,0,0
TX0000028948,676,PAYMENT,635.80,C000016312,16142.70,15506.90,M00004994,36964.00,37599.80,0,0
TX0000028949,677,PAYMENT,408.00,C000016325,18986.00,18578.00,M00000013,53892.00,54300.00,0,0
TX0000028950,678,PAYMENT,2578.90,C000016338,25482.60,22903.70,M00000032,118879.50,121458.40,0,0
TX0000028951,679,PAYMENT,1445.00,C000016351,23180.00,21735.00,M00000051,190825.00,192270.00,0,0
TX0000028952,680,TRANSFER,820.80,C000016364,28710.20,27889.40,C000019597,29858.00,30678.80,0,0
TX0000028953,681,TRANSFER,940.80,C000016377,30265.20,29324.40,C000019626,10776.30,11717.10,0,0
TX0000028954,682,TRANSFER,3371.50,C000016390,33821.50,30450.00,C000019655,40559.50,43931.00,0,0
TX0000028955,683,CASH_OUT,2585.40,C000016403,33851.60,31266.20,C000019684,14979.90,14979.90,0,0
TX0000028956,684,CASH_OUT,108.50,C000016416,40294.00,40185.50,C000019713,47921.60,47921.60,0,0
TX0000028957,685,CASH_IN,1428.80,C000016429,45574.80,47003.60,C000019742,26916.20,28345.00,0,0
TX0000028958,686,DEBIT,835.80,C000016442,49129.30,48293.50,M00000184,61251.00,62086.80,0,0
TX0000028959,687,PAYMENT,3681.00,C000016455,49599.50,45918.50,M00000203,129376.00,133057.00,0,0
TX0000028960,688,PAYMENT,291.90,C000016468,1922.60,1630.70,M00000222,197793.50,198085.40,0,0
TX0000028961,689,PAYMENT,1872.00,C000016481,4938.00,3066.00,M00000241,65840.00,67712.00,0,0
TX0000028962,690,PAYMENT,1626.80,C000016494,5818.70,4191.90,M00000260,131344.50,132971.30,0,0
TX0000028963,691,PAYMENT,320.80,C000016507,9740.20,9419.40,M00000279,202567.00,202887.80,0,0
TX0000028964,692,PAYMENT,430.50,C000016520,22079.00,21648.50,M00000298,66947.50,67378.00,0,0
TX0000028965,693,PAYMENT,378.40,C000016533,16263.60,15885.20,M00000317,141848.00,142226.40,0,0
TX0000028966,694,PAYMENT,2373.00,C000016546,19992.00,17619.00,M00000336,200482.50,202855.50,0,0
TX0000028967,695,TRANSFER,1414.80,C000016559,20458.20,19043.40,C000000032,45887.50,47302.30,0,0
TX0000028968,696,TRANSFER,524.30,C000016572,25902.70,25378.40,C000000061,24518.30,25042.60,0,0
TX0000028969,697,CASH_OUT,820.00,C000016585,27817.00,26997.00,C000000090,4684.50,4684.50,0,0
TX0000028970,698,CASH_OUT,3074.40,C000016598,31014.60,27940.20,C000000119,33743.40,33743.40,0,0
TX0000028971,699,CASH_IN,2464.00,C000016611,38459.00,40923.00,C000000148,15884.60,18348.60,0,0
TX0000028972,700,DEBIT,792.80,C000016624,35507.70,34714.90,M00000450,13660.50,14453.30,0,0
TX0000028973,701,PAYMENT,1216.80,C000016637,39049.20,37832.40,M00000469,81444.00,82660.80,0,0
TX0000028974,702,PAYMENT,799.50,C000016650,45954.00,45154.50,M00000488,146105.50,146905.00,0,0
TX0000028975,703,PAYMENT,3468.40,C000016663,46175.60,42707.20,M00000507,14405.00,17873.40,0,0
TX0000028976,704,PAYMENT,2145.00,C000016676,45967.50,43822.50,M00000526,84832.50,86977.50,0,0
TX0000028977,705,PAYMENT,1568.80,C000016689,2884.10,1315.30,M00000545,151038.00,152606.80,0,0
TX0000028978,706,PAYMENT,1499.30,C000016702,4567.00,3067.70,M00000564,16095.00,17594.30,0,0
TX0000028979,707,PAYMENT,369.00,C000016715,6940.00,6571.00,M00000583,87492.00,87861.00,0,0
TX0000028980,708,PAYMENT,3452.40,C000016728,6472.10,3019.70,M00000602,156457.00,159909.40,0,0
TX0000028981,709,TRANSFER,336.00,C000016741,13554.00,13218.00,C000000438,10720.70,11056.70,0,0
TX0000028982,710,TRANSFER,2154.30,C000016754,17106.70,14952.40,C000000467,38681.50,40835.80,0,0
TX0000028983,711,CASH_OUT,1371.80,C000016767,17990.00,16618.20,C000000496,17291.50,17291.50,0,0
TX0000028984,712,CASH_OUT,4715.00,C000016780,22208.00,17493.00,C000000525,45720.00,45720.00,0,0
TX0000028985,713,CASH_OUT,686.40,C000016793,25015.60,24329.20,C000000554,26651.40,26651.40,0,0
TX0000028986,714,CASH_IN,97.00,C000016806,29869.50,29966.50,C000000583,8839.10,8936.10,0,0
TX0000028987,715,PAYMENT,2329.80,C000016819,28603.20,26273.40,M00000735,28539.00,30868.80,0,0
TX0000028988,716,PAYMENT,834.30,C000016832,35068.80,34234.50,M00000754,98462.00,99296.30,0,0
TX0000028989,717,PAYMENT,992.00,C000016845,36522.00,35530.00,M00000773,166330.00,167322.00,0,0
TX0000028990,718,PAYMENT,750.40,C000016858,39379.10,38628.70,M00000792,33326.00,34076.40,0,0
TX0000028991,719,PAYMENT,3243.00,C000016871,43297.00,40054.00,M00000811,99370.00,102613.00,0,0
TX0000028992,720,PAYMENT,2095.30,C000016884,43265.20,41169.90,M00000830,169882.00,171977.30,0,0
TX0000028993,721,PAYMENT,1252.80,C000016897,51137.80,49885.00,M00000849,36172.00,37424.80,0,0
TX0000028994,722,PAYMENT,1359.00,C000016910,582.50,0.00,M00000868,105731.50,107090.50,0,0
TX0000028995,723,TRANSFER,404.40,C000016923,4152.60,3748.20,C000000844,23379.10,23783.50,0,0
TX0000028996,724,TRANSFER,3311.50,C000016936,5007.60,1696.10,C000000873,4717.60,8029.10,0,0
TX0000028997,725,TRANSFER,280.80,C000016949,10857.20,10576.40,C000000902,35768.50,36049.30,0,0
TX0000028998,726,CASH_OUT,1922.80,C000016962,14234.20,12311.40,C000000931,12541.00,12541.00,0,0
TX0000028999,727,CASH_OUT,1316.00,C000016975,11434.00,10118.00,C000000960,43962.00,43962.00,0,0
TX0000029000,728,CASH_IN,4482.90,C000016988,21269.90,25752.80,C000000989,19551.30,24034.20,0,0
TX0000029001,729,PAYMENT,540.00,C000017001,27631.80,27091.80,M00001001,180640.00,181180.00,0,0
TX0000029002,730,PAYMENT,126.30,C000017014,29452.00,29325.70,M00001020,48083.00,48209.30,0,0
TX0000029003,731,PAYMENT,2182.80,C000017027,25998.20,23815.40,M00001039,113544.00,115726.80,0,0
TX0000029004,732,PAYMENT,863.00,C000017040,29933.50,29070.50,M00001058,187249.50,188112.50,0,0
TX0000029005,733,PAYMENT,754.40,C000017053,34007.60,33253.20,M00001077,51152.00,51906.40,0,0
TX0000029006,734,PAYMENT,688.50,C000017066,36689.00,36000.50,M00001096,118232.50,118921.00,0,0
TX0000029007,735,PAYMENT,3004.80,C000017079,43435.10,40430.30,M00001115,184271.00,187275.80,0,0
TX0000029008,736,PAYMENT,2032.80,C000017092,40575.70,38542.90,M00001134,55227.50,57260.30,0,0
TX0000029009,737,TRANSFER,924.00,C000017105,46574.00,45650.00,C000001250,39117.50,40041.50,0,0
TX0000029010,738,TRANSFER,1205.90,C000017118,47983.60,46777.70,C000001279,21888.60,23094.50,0,0
TX0000029011,739,TRANSFER,427.00,C000017131,1378.00,951.00,C000001308,0.00,427.00,0,0
TX0000029012,740,CASH_OUT,3157.80,C000017144,2495.10,0.00,C000001337,28505.20,28505.20,0,0
TX0000029013,741,CASH_OUT,212.80,C000017157,8173.20,7960.40,C000001366,4533.00,4533.00,0,0
TX0000029014,742,CASH_IN,1678.50,C000017170,11747.50,13426.00,C000001395,38925.50,40604.00,0,0
TX0000029015,743,DEBIT,1247.40,C000017183,14371.60,13124.20,M00001267,129981.00,131228.40,0,0
TX0000029016,744,PAYMENT,4238.00,C000017196,16477.00,12239.00,M00001286,196600.00,200838.00,0,0
TX0000029017,1,PAYMENT,380.80,C000017209,19817.20,19436.40,M00001305,65502.00,65882.80,0,0
TX0000029018,2,PAYMENT,142.80,C000017222,22670.70,22527.90,M00001324,135639.50,135782.30,0,0
TX0000029019,3,PAYMENT,2023.00,C000017235,23406.00,21383.00,M00001343,198485.00,200508.00,0,0
TX0000029020,4,PAYMENT,878.90,C000017248,28218.60,27339.70,M00001362,72013.00,72891.90,0,0
TX0000029021,5,PAYMENT,504.00,C000017261,36610.30,36106.30,M00001381,135250.00,135754.00,0,0
TX0000029022,6,PAYMENT,613.80,C000017274,34011.70,33397.90,M00001400,206945.00,207558.80,0,0
TX0000029023,7,PAYMENT,2753.80,C000017287,37578.20,34824.40,M00001419,69108.00,71861.80,0,0
TX0000029024,8,TRANSFER,1957.50,C000017300,37899.00,35941.50,C000001685,34010.00,35967.50,0,0
TX0000029025,9,TRANSFER,582.40,C000017313,43811.60,43229.20,C000001714,15116.10,15698.50,0,0
TX0000029026,10,CASH_OUT,1040.00,C000017326,47298.30,46258.30,C000001743,40852.20,40852.20,0,0
TX0000029027,11,CASH_OUT,436.80,C000017339,48616.20,48179.40,C000001772,23075.20,23075.20,0,0
TX0000029028,12,CASH_IN,2991.30,C000017352,6960.80,9952.10,C000001801,8221.80,11213.10,0,0
TX0000029029,13,CASH_IN,1482.00,C000017365,8730.00,10212.00,C000001830,31431.50,32913.50,0,0
TX0000029030,14,PAYMENT,1421.40,C000017378,8527.60,7106.20,M00001552,149362.50,150783.90,0,0
TX0000029031,15,PAYMENT,1166.00,C000017391,17855.10,16689.10,M00001571,11145.00,12311.00,0,0
TX0000029032,16,PAYMENT,3980.30,C000017404,13630.70,9650.40,M00001590,81755.50,85735.80,0,0
TX0000029033,17,PAYMENT,2818.80,C000017417,13277.20,10458.40,M00001609,154260.00,157078.80,0,0
TX0000029034,18,PAYMENT,146.50,C000017430,21973.00,21826.50,M00001628,20612.00,20758.50,0,0
TX0000029035,19,PAYMENT,1850.40,C000017443,20826.60,18976.20,M00001647,83362.00,85212.40,0,0
TX0000029036,20,PAYMENT,882.00,C000017456,24410.50,23528.50,M00001666,156813.00,157695.00,0,0
TX0000029037,21,PAYMENT,4110.80,C000017469,29055.20,24944.40,M00001685,20566.00,24676.80,0,0
TX0000029038,22,TRANSFER,526.30,C000017482,31347.20,30820.90,C000002091,205.80,732.10,0,0
TX0000029039,23,TRANSFER,2490.00,C000017495,36630.00,34140.00,C000002120,30063.50,32553.50,0,0
TX0000029040,24,CASH_OUT,1869.40,C000017508,35844.10,33974.70,C000002149,6997.20,6997.20,0,0
TX0000029041,25,CASH_OUT,188.00,C000017521,39532.00,39344.00,C000002178,38742.60,38742.60,0,0
TX0000029042,26,CASH_OUT,861.30,C000017534,42824.20,41962.90,C000002207,17949.40,17949.40,0,0
TX0000029043,27,CASH_IN,433.80,C000017547,48180.80,48614.60,C000002236,49722.80,50156.60,0,0
TX0000029044,28,PAYMENT,2812.00,C000017560,46104.50,43292.50,M00001818,97655.00,100467.00,0,0
TX0000029045,29,PAYMENT,1478.40,C000017573,8909.10,7430.70,M00001837,164826.00,166304.40,0,0
TX0000029046,30,PAYMENT,1151.50,C000017586,5693.50,4542.00,M00001856,34375.00,35526.50,0,0
TX0000029047,31,PAYMENT,1071.80,C000017599,7041.20,5969.40,M00001875,99752.00,100823.80,0,0
TX0000029048,32,PAYMENT,3709.80,C000017612,10797.20,7087.40,M00001894,166847.00,170556.80,0,0
TX0000029049,33,PAYMENT,2724.00,C000017625,10620.00,7896.00,M00001913,39084.00,41808.00,0,0
TX0000029050,34,PAYMENT,137.40,C000017638,17388.10,17250.70,M00001932,105520.50,105657.90,0,0
TX0000029051,35,PAYMENT,1665.00,C000017651,18260.00,16595.00,M00001951,174385.00,176050.00,0,0
TX0000029052,36,TRANSFER,872.30,C000017664,21668.20,20795.90,C000002497,16375.20,17247.50,0,0
TX0000029053,37,TRANSFER,3924.80,C000017677,26137.20,22212.40,C000002526,44849.30,48774.10,0,0
TX0000029054,38,TRANSFER,426.00,C000017690,28695.50,28269.50,C000002555,25485.50,25911.50,0,0
TX0000029055,39,CASH_OUT,2213.40,C000017703,31910.60,29697.20,C000002584,79.90,79.90,0,0
TX0000029056,40,CASH_OUT,1768.50,C000017716,32584.00,30815.50,C000002613,33021.60,33021.60,0,0
TX0000029057,41,CASH_IN,262.80,C000017729,39858.80,40121.60,C000002642,11600.20,11863.00,0,0
TX0000029058,42,DEBIT,669.80,C000017742,41402.50,40732.70,M00002084,45484.00,46153.80,0,0
TX0000029059,43,PAYMENT,418.00,C000017755,44576.50,44158.50,M00002103,117457.00,117875.00,0,0
TX0000029060,44,PAYMENT,2619.90,C000017768,43544.60,40924.70,M00002122,182434.50,185054.40,0,0
TX0000029061,45,PAYMENT,1462.00,C000017781,47318.00,45856.00,M00002141,54370.00,55832.00,0,0
TX0000029062,46,PAYMENT,868.80,C000017794,2872.20,2003.40,M00002160,119323.50,120192.30,0,0
TX0000029063,47,PAYMENT,964.80,C000017807,4396.20,3431.40,M00002179,184785.00,185749.80,0,0
TX0000029064,48,PAYMENT,3426.50,C000017820,8474.50,5048.00,M00002198,51874.50,55301.00,0,0
TX0000029065,49,PAYMENT,2616.40,C000017833,7975.60,5359.20,M00002217,124834.00,127450.40,0,0
TX0000029066,50,PAYMENT,115.50,C000017846,14442.00,14326.50,M00002236,190365.00,190480.50,0,0
TX0000029067,51,TRANSFER,1466.80,C000017859,15706.20,14239.40,C000002932,11219.50,12686.30,0,0
TX0000029068,52,TRANSFER,849.80,C000017872,18938.70,18088.90,C000002961,38202.30,39052.10,0,0
TX0000029069,53,CASH_OUT,3726.00,C000017885,25721.50,21995.50,C000002990,19884.50,19884.50,0,0
TX0000029070,54,CASH_OUT,312.90,C000017898,26056.60,25743.70,C000003019,49463.40,49463.40,0,0
TX0000029071,55,CASH_IN,1924.00,C000017911,29984.00,31908.00,C000003048,28329.60,30253.60,0,0
TX0000029072,56,DEBIT,1654.80,C000017924,29945.70,28290.90,M00002350,194889.50,196544.30,0,0
TX0000029073,57,PAYMENT,324.80,C000017937,33891.20,33566.40,M00002369,66102.00,66426.80,0,0
TX0000029074,58,PAYMENT,465.50,C000017950,39592.00,39126.50,M00002388,130472.50,130938.00,0,0
TX0000029075,59,PAYMENT,389.40,C000017963,40407.60,40018.20,M00002407,205418.00,205807.40,0,0
TX0000029076,60,PAYMENT,2415.00,C000017976,44160.00,41745.00,M00002426,63987.50,66402.50,0,0
TX0000029077,61,PAYMENT,1432.80,C000017989,45794.50,44361.70,M00002445,139260.00,140692.80,0,0
TX0000029078,62,PAYMENT,573.30,C000018002,53513.30,52940.00,M00002464,204208.00,204781.30,0,0
TX0000029079,63,PAYMENT,845.00,C000018015,1764.00,919.00,M00002483,74254.00,75099.00,0,0
TX0000029080,64,PAYMENT,3130.40,C000018028,5168.60,2038.20,M00002502,136838.00,139968.40,0,0
TX0000029081,65,TRANSFER,2496.00,C000018041,5344.00,2848.00,C000003338,29270.70,31766.70,0,0
TX0000029082,66,TRANSFER,80.80,C000018054,11724.70,11643.90,C000003367,4343.50,4424.30,0,0
TX0000029083,67,CASH_OUT,1255.80,C000018067,17441.30,16185.50,C000003396,33771.50,33771.50,0,0
TX0000029084,68,CASH_OUT,814.50,C000018080,16222.00,15407.50,C000003425,11720.00,11720.00,0,0
TX0000029085,69,CASH_OUT,3514.40,C000018093,20339.60,16825.20,C000003454,42871.40,42871.40,0,0
TX0000029086,70,CASH_IN,2167.00,C000018106,27389.50,29556.50,C000003483,26979.10,29146.10,0,0
TX0000029087,71,PAYMENT,1621.80,C000018119,26294.20,24672.40,M00002635,14543.00,16164.80,0,0
TX0000029088,72,PAYMENT,1528.30,C000018132,30426.00,28897.70,M00002654,79645.00,81173.30,0,0
TX0000029089,73,PAYMENT,374.00,C000018145,31090.00,30716.00,M00002673,151032.00,151406.00,0,0
TX0000029090,74,PAYMENT,3488.40,C000018158,30591.10,27102.70,M00002692,19987.00,23475.40,0,0
TX0000029091,75,PAYMENT,348.00,C000018171,37697.00,37349.00,M00002711,85820.00,86168.00,0,0
TX0000029092,76,PAYMENT,2197.30,C000018184,41273.70,39076.40,M00002730,148991.00,151188.30,0,0
TX0000029093,77,PAYMENT,1390.80,C000018197,43764.00,42373.20,M00002749,24086.00,25476.80,0,0
TX0000029094,78,PAYMENT,4765.00,C000018210,46368.00,41603.00,M00002768,89928.50,94693.50,0,0
TX0000029095,79,TRANSFER,712.40,C000018223,0.00,0.00,C000003744,39047.10,39759.50,0,0
TX0000029096,80,TRANSFER,99.00,C000018236,4436.30,4337.30,C000003773,19874.70,19973.70,0,0
TX0000029097,81,TRANSFER,2362.80,C000018249,2725.20,362.40,C000003802,3070.50,5433.30,0,0
TX0000029098,82,CASH_OUT,843.30,C000018262,6860.20,6016.90,C000003831,28421.00,28421.00,0,0
TX0000029099,83,CASH_OUT,1032.00,C000018275,10637.00,9605.00,C000003860,6962.00,6962.00,0,0
TX0000029100,84,CASH_IN,766.40,C000018288,16487.90,17254.30,C000003889,36789.30,37555.70,0,0
TX0000029101,85,PAYMENT,3290.00,C000018301,18608.10,15318.10,M00002901,162900.00,166190.00,0,0
TX0000029102,86,PAYMENT,2118.30,C000018314,22007.60,19889.30,M00002920,33402.00,35520.30,0,0
TX0000029103,87,PAYMENT,1306.80,C000018327,23505.20,22198.40,M00002939,99682.00,100988.80,0,0
TX0000029104,88,PAYMENT,1389.00,C000018340,24707.50,23318.50,M00002958,169286.50,170675.50,0,0
TX0000029105,89,PAYMENT,410.40,C000018353,28301.60,27891.20,M00002977,35898.00,36308.40,0,0
TX0000029106,90,PAYMENT,3348.50,C000018366,27979.00,24630.50,M00002996,104937.50,108286.00,0,0
TX0000029107,91,PAYMENT,293.80,C000018379,37918.50,37624.70,M00003015,170855.00,171148.80,0,0
TX0000029108,92,PAYMENT,1966.80,C000018392,38400.20,36433.40,M00003034,41400.50,43367.30,0,0
TX0000029109,93,TRANSFER,1336.00,C000018405,39188.00,37852.00,C000004150,7003.50,8339.50,0,0
TX0000029110,94,TRANSFER,4533.90,C000018418,43495.10,38961.20,C000004179,34217.10,38751.00,0,0
