id,subject_type,subject_id,event_type,content,confidence,created_step
ME00000553,customer,C000009101,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,648
ME00000554,merchant,M00002517,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,685
ME00000555,merchant,M00000519,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,99
ME00000556,merchant,M00004737,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,321
ME00000557,merchant,M00002739,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,479
ME00000558,customer,C000006849,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,516
ME00000559,merchant,M00000741,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,637
ME00000560,customer,C000011431,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,674
ME00000561,merchant,M00002147,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,711
ME00000562,merchant,M00000149,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,125
ME00000563,merchant,M00004367,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,347
ME00000564,merchant,M00002369,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,505
ME00000565,customer,C000009179,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,542
ME00000566,merchant,M00000371,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,663
ME00000567,customer,C000013761,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,700
ME00000568,merchant,M00001777,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,737
ME00000569,customer,C000005854,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,373
ME00000570,merchant,M00004700,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,410
ME00000571,customer,C000010436,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,531
ME00000572,merchant,M00002702,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,568
ME00000573,merchant,M00000001,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,689
ME00000574,customer,C000016091,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,726
ME00000575,merchant,M00001407,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,19
ME00000576,merchant,M00004922,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,204
ME00000577,customer,C000008184,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,399
ME00000578,merchant,M00004330,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,436
ME00000579,customer,C000012766,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,557
ME00000580,merchant,M00002332,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,594
ME00000581,merchant,M00000334,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,8
ME00000582,merchant,M00001037,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,45
ME00000583,merchant,M00004552,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,230
ME00000584,customer,C000010514,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,425
ME00000585,merchant,M00003960,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,462
ME00000586,customer,C000012660,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,499
ME00000587,customer,C000015096,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,583
ME00000588,merchant,M00001962,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,620
ME00000589,merchant,M00000667,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,71
ME00000590,customer,C000007189,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,256
ME00000591,merchant,M00004885,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,293
ME00000592,customer,C000012844,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,451
ME00000593,merchant,M00003590,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,488
ME00000594,customer,C000014990,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,525
ME00000595,customer,C000017426,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,609
ME00000596,merchant,M00001592,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,646
ME00000597,customer,C000004154,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,97
ME00000598,customer,C000009519,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,282
ME00000599,merchant,M00004515,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,319
ME00000600,merchant,M00002517,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,477
ME00000601,customer,C000016044,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,507
ME00000602,merchant,M00003220,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,514
ME00000603,customer,C000017320,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,551
ME00000604,merchant,M00000519,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,635
ME00000605,merchant,M00001222,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,672
ME00000606,customer,C000011849,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,308
ME00000607,merchant,M00004145,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,345
ME00000608,merchant,M00002147,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,503
ME00000609,merchant,M00002850,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,540
ME00000610,customer,C000019650,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,577
ME00000611,merchant,M00000149,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,661
ME00000612,merchant,M00000852,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,698
ME00000613,customer,C000014179,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,334
ME00000614,merchant,M00003775,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,371
ME00000615,merchant,M00001777,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,529
ME00000616,customer,C000000907,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,566
ME00000617,merchant,M00003183,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,603
ME00000618,customer,C000005489,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,724
ME00000619,merchant,M00004700,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,202
ME00000620,merchant,M00002702,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,360
ME00000621,customer,C000017002,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,377
ME00000622,merchant,M00003405,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,397
ME00000623,merchant,M00001407,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,555
ME00000624,customer,C000003237,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,592
ME00000625,merchant,M00002813,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,629
ME00000626,customer,C000007819,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,6
ME00000627,merchant,M00004330,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,228
ME00000628,merchant,M00002332,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,386
ME00000629,customer,C000019332,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,403
ME00000630,merchant,M00003035,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,423
ME00000631,merchant,M00001037,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,581
ME00000632,customer,C000005567,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,618
ME00000633,merchant,M00002443,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,655
ME00000634,merchant,M00003960,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,254
ME00000635,customer,C000017660,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,291
ME00000636,merchant,M00001962,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,412
ME00000637,customer,C000002242,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,449
ME00000638,customer,C000005461,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,560
ME00000639,merchant,M00000667,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,607
ME00000640,customer,C000007897,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,644
ME00000641,merchant,M00002073,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,681
ME00000642,merchant,M00003590,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,280
ME00000643,customer,C000019990,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,317
ME00000644,merchant,M00001592,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,438
ME00000645,customer,C000004572,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,475
ME00000646,customer,C000007791,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,586
ME00000647,customer,C000009154,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,633
ME00000648,merchant,M00001000,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,670
ME00000649,merchant,M00001703,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,707
ME00000650,customer,C000000290,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,273
ME00000651,merchant,M00003220,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,306
ME00000652,customer,C000002320,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,343
ME00000653,merchant,M00001222,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,464
ME00000654,customer,C000006902,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,501
ME00000655,merchant,M00004034,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,612
ME00000656,merchant,M00000630,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,696
ME00000657,customer,C000013630,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,733
ME00000658,customer,C000018995,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,174
ME00000659,customer,C000002620,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,299
ME00000660,merchant,M00002850,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,332
ME00000661,customer,C000004650,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,369
ME00000662,merchant,M00000852,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,490
ME00000663,customer,C000009232,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,527
ME00000664,merchant,M00003664,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,638
ME00000665,merchant,M00000260,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,722
ME00000666,customer,C000015960,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,15
ME00000667,customer,C000001325,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,200
ME00000668,customer,C000005907,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,358
ME00000669,merchant,M00003183,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,395
ME00000670,customer,C000010489,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,516
ME00000671,merchant,M00001185,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,553
ME00000672,merchant,M00003294,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,664
ME00000673,customer,C000018290,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,41
ME00000674,customer,C000003655,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,226
ME00000675,merchant,M00004811,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,263
ME00000676,customer,C000008237,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,384
ME00000677,merchant,M00002813,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,421
ME00000678,customer,C000012819,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,542
ME00000679,merchant,M00000815,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,579
ME00000680,merchant,M00002924,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,690
ME00000681,customer,C000000620,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,67
ME00000682,customer,C000003578,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,169
ME00000683,customer,C000005985,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,252
ME00000684,merchant,M00004441,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,289
ME00000685,customer,C000010567,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,410
ME00000686,merchant,M00002443,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,447
ME00000687,merchant,M00000445,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,605
ME00000688,merchant,M00002554,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,716
ME00000689,customer,C000002660,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,83
ME00000690,customer,C000005908,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,195
ME00000691,merchant,M00003368,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,278
ME00000692,merchant,M00004071,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,315
ME00000693,customer,C000012897,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,436
ME00000694,merchant,M00002073,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,473
ME00000695,merchant,M00004885,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,621
ME00000696,merchant,M00000075,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,631
ME00000697,merchant,M00002184,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,742
ME00000698,customer,C000004990,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,109
ME00000699,merchant,M00004996,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,146
ME00000700,merchant,M00002998,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,304
ME00000701,merchant,M00003701,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,341
ME00000702,merchant,M00001000,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,462
ME00000703,merchant,M00001703,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,499
ME00000704,merchant,M00004515,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,647
ME00000705,customer,C000004101,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,24
ME00000706,customer,C000007320,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,135
ME00000707,merchant,M00004626,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,172
ME00000708,merchant,M00002628,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,330
ME00000709,customer,C000014048,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,367
ME00000710,merchant,M00000630,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,488
ME00000711,customer,C000018630,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,525
ME00000712,merchant,M00004145,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,673
ME00000713,customer,C000006431,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,50
ME00000714,customer,C000006866,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,65
ME00000715,customer,C000009650,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,161
ME00000716,merchant,M00004256,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,198
ME00000717,merchant,M00002258,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,356
ME00000718,customer,C000016378,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,393
ME00000719,merchant,M00000260,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,514
ME00000720,customer,C000000960,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,551
ME00000721,merchant,M00003775,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,699
ME00000722,customer,C000008761,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,76
ME00000723,customer,C000009196,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,91
ME00000724,merchant,M00003183,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,187
ME00000725,merchant,M00003886,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,224
ME00000726,merchant,M00001888,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,382
ME00000727,customer,C000018708,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,419
ME00000728,customer,C000003290,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,577
ME00000729,merchant,M00003405,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,725
ME00000730,merchant,M00004811,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,55
ME00000731,customer,C000011091,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,102
ME00000732,merchant,M00002813,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,213
ME00000733,customer,C000015383,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,250
ME00000734,merchant,M00001518,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,408
ME00000735,customer,C000001038,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,445
ME00000736,customer,C000005620,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,603
ME00000737,merchant,M00003035,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,7
ME00000738,merchant,M00004441,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,81
ME00000739,merchant,M00000334,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,128
ME00000740,merchant,M00002443,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,239
ME00000741,customer,C000017713,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,276
ME00000742,customer,C000002295,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,434
ME00000743,merchant,M00001851,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,471
ME00000744,customer,C000010154,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,705
ME00000745,customer,C000012242,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,33
ME00000746,merchant,M00004071,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,107
ME00000747,customer,C000015461,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,144
ME00000748,merchant,M00002073,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,265
ME00000749,customer,C000000043,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,302
ME00000750,customer,C000004625,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,460
ME00000751,merchant,M00001481,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,497
ME00000752,merchant,M00004996,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,682
ME00000753,customer,C000014572,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,59
ME00000754,merchant,M00003701,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,133
ME00000755,customer,C000017791,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,170
ME00000756,merchant,M00001703,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,291
ME00000757,customer,C000002373,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,328
ME00000758,customer,C000006955,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,486
ME00000759,merchant,M00001111,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,523
ME00000760,merchant,M00004626,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,708
ME00000761,customer,C000016902,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,85
ME00000762,customer,C000019048,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,159
ME00000763,merchant,M00004034,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,196
ME00000764,customer,C000003630,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,317
ME00000765,merchant,M00002036,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,354
ME00000766,customer,C000009285,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,512
ME00000767,merchant,M00000741,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,549
ME00000768,merchant,M00004256,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,734
ME00000769,customer,C000016796,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,27
ME00000770,customer,C000019232,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,111
ME00000771,customer,C000001378,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,185
ME00000772,merchant,M00003664,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,222
ME00000773,customer,C000005960,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,343
ME00000774,merchant,M00001666,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,380
ME00000775,merchant,M00000371,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,575
ME00000776,merchant,M00003886,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,16
ME00000777,customer,C000019126,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,53
ME00000778,merchant,M00001185,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,137
ME00000779,customer,C000003708,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,211
ME00000780,merchant,M00003294,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,248
ME00000781,customer,C000008290,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,369
ME00000782,merchant,M00001296,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,406
ME00000783,merchant,M00000001,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,601
ME00000784,customer,C000000383,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,42
ME00000785,merchant,M00004219,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,79
ME00000786,merchant,M00004922,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,116
ME00000787,merchant,M00000815,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,163
ME00000788,customer,C000006038,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,237
ME00000789,merchant,M00002924,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,274
ME00000790,customer,C000010620,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,395
ME00000791,merchant,M00000926,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,432
ME00000792,customer,C000002713,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,68
ME00000793,merchant,M00003849,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,105
ME00000794,merchant,M00004552,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,142
ME00000795,merchant,M00000445,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,189
ME00000796,merchant,M00001851,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,263
ME00000797,merchant,M00002554,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,300
ME00000798,merchant,M00000556,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,458
ME00000799,customer,C000000461,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,680
ME00000800,customer,C000005043,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,94
ME00000801,merchant,M00003479,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,131
ME00000802,customer,C000007189,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,168
ME00000803,merchant,M00000075,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,215
ME00000804,merchant,M00001481,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,289
ME00000805,merchant,M00002184,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,326
ME00000806,merchant,M00000186,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,484
ME00000807,customer,C000002791,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,706
ME00000808,customer,C000007373,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,120
ME00000809,merchant,M00003109,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,157
ME00000810,customer,C000009519,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,194
ME00000811,merchant,M00001111,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,315
ME00000812,customer,C000014101,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,352
ME00000813,customer,C000016044,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,419
ME00000814,merchant,M00004034,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,732
ME00000815,merchant,M00004737,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,25
ME00000816,merchant,M00002036,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,146
ME00000817,merchant,M00002739,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,183
ME00000818,customer,C000011849,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,220
ME00000819,merchant,M00000741,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,341
ME00000820,customer,C000016431,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,378
ME00000821,merchant,M00003664,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,14
ME00000822,merchant,M00004367,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,51
ME00000823,merchant,M00001666,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,172
ME00000824,merchant,M00002369,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,209
ME00000825,customer,C000014179,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,246
ME00000826,merchant,M00000371,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,367
ME00000827,customer,C000018761,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,404
ME00000828,merchant,M00003294,risk_signal,Entity is connected to an elevated-risk payment flow.,0.7300,40
ME00000829,customer,C000010854,prior_fraud_pattern,Entity appears in a PaySim-style fraudulent transfer/cash-out chain.,0.9100,77
