case_id,source,target,edge_type,risk
RC00000389,C000006474,D00029838,uses_device,64
RC00000389,D00029838,A00001104,linked_payout_account,70
RC00000389,A00001104,M00001000,pays_to,88
RC00000390,C000007917,D00040605,uses_device,90
RC00000390,D00040605,A00005877,linked_payout_account,92
RC00000390,A00005877,M00003109,pays_to,88
RC00000391,C000009490,D00002342,uses_device,90
RC00000391,D00002342,A00011080,linked_payout_account,92
RC00000391,A00011080,C000011955,pays_to,88
RC00000392,C000011323,D00016019,uses_device,90
RC00000392,D00016019,A00005143,linked_payout_account,92
RC00000392,A00005143,C000016044,pays_to,62
RC00000393,C000011895,D00020287,uses_device,64
RC00000393,D00020287,A00007035,linked_payout_account,70
RC00000393,A00007035,C000017320,pays_to,88
RC00000394,C000012376,D00023876,uses_device,64
RC00000394,D00023876,A00008626,linked_payout_account,70
RC00000394,A00008626,M00004626,pays_to,88
RC00000395,C000013949,D00035613,uses_device,64
RC00000395,D00035613,A00001829,linked_payout_account,70
RC00000395,A00001829,C000001902,pays_to,88
RC00000396,C000014430,D00039202,uses_device,64
RC00000396,D00039202,A00003420,linked_payout_account,70
RC00000396,A00003420,M00002628,pays_to,88
RC00000397,C000016484,D00004528,uses_device,64
RC00000397,D00004528,A00010214,linked_payout_account,70
RC00000397,A00010214,M00000630,pays_to,88
RC00000398,C000017927,D00015295,uses_device,90
RC00000398,D00015295,A00002987,linked_payout_account,92
RC00000398,A00002987,M00002739,pays_to,88
RC00000399,C000019370,D00026062,uses_device,64
RC00000399,D00026062,A00007760,linked_payout_account,70
RC00000399,A00007760,C000013995,pays_to,88
RC00000400,C000019500,D00027032,uses_device,90
RC00000400,D00027032,A00008190,linked_payout_account,92
RC00000400,A00008190,C000014285,pays_to,88
RC00000401,C000001905,D00044977,uses_device,64
RC00000401,D00044977,A00004145,linked_payout_account,70
RC00000401,A00004145,C000019650,pays_to,88
RC00000402,C000002386,D00048566,uses_device,64
RC00000402,D00048566,A00005736,linked_payout_account,70
RC00000402,A00005736,M00004256,pays_to,88
RC00000403,C000003959,D00010303,uses_device,64
RC00000403,D00010303,A00010939,linked_payout_account,70
RC00000403,A00010939,C000004232,pays_to,88
RC00000404,C000004440,D00013892,uses_device,64
RC00000404,D00013892,A00000530,linked_payout_account,70
RC00000404,A00000530,M00002258,pays_to,88
RC00000405,C000006494,D00029218,uses_device,64
RC00000405,D00029218,A00007324,linked_payout_account,70
RC00000405,A00007324,M00000260,pays_to,88
RC00000406,C000007937,D00039985,uses_device,90
RC00000406,D00039985,A00000097,linked_payout_account,92
RC00000406,A00000097,M00002369,pays_to,88
RC00000407,C000009380,D00000752,uses_device,64
RC00000407,D00000752,A00004870,linked_payout_account,70
RC00000407,A00004870,C000016325,pays_to,88
RC00000408,C000011915,D00019667,uses_device,64
RC00000408,D00019667,A00001255,linked_payout_account,70
RC00000408,A00001255,M00003183,pays_to,88
RC00000409,C000012396,D00023256,uses_device,64
RC00000409,D00023256,A00002846,linked_payout_account,70
RC00000409,A00002846,M00003886,pays_to,88
RC00000410,C000013969,D00034993,uses_device,64
RC00000410,D00034993,A00008049,linked_payout_account,70
RC00000410,A00008049,M00001185,pays_to,88
RC00000411,C000014450,D00038582,uses_device,64
RC00000411,D00038582,A00009640,linked_payout_account,70
RC00000411,A00009640,M00001888,pays_to,88
RC00000412,C000016374,D00002938,uses_device,64
RC00000412,D00002938,A00004004,linked_payout_account,70
RC00000412,A00004004,M00004700,pays_to,88
RC00000413,C000017947,D00014675,uses_device,90
RC00000413,D00014675,A00009207,linked_payout_account,92
RC00000413,A00009207,C000015436,pays_to,88
RC00000414,C000018649,D00019913,uses_device,90
RC00000414,D00019913,A00011529,linked_payout_account,92
RC00000414,A00011529,C000017002,pays_to,62
RC00000415,C000019390,D00025442,uses_device,64
RC00000415,D00025442,A00001980,linked_payout_account,70
RC00000415,A00001980,C000018655,pays_to,88
RC00000416,C000019871,D00029031,uses_device,64
RC00000416,D00029031,A00003571,linked_payout_account,70
RC00000416,A00003571,M00004811,pays_to,88
RC00000417,C000001925,D00044357,uses_device,64
RC00000417,D00044357,A00010365,linked_payout_account,70
RC00000417,A00010365,M00002813,pays_to,88
RC00000418,C000002406,D00047946,uses_device,64
RC00000418,D00047946,A00011956,linked_payout_account,70
RC00000418,A00011956,C000005383,pays_to,88
RC00000419,C000003979,D00009683,uses_device,64
RC00000419,D00009683,A00005159,linked_payout_account,70
RC00000419,A00005159,M00000815,pays_to,88
RC00000420,C000004460,D00013272,uses_device,64
RC00000420,D00013272,A00006750,linked_payout_account,70
RC00000420,A00006750,M00001518,pays_to,88
RC00000421,C000006384,D00027628,uses_device,64
RC00000421,D00027628,A00001114,linked_payout_account,70
RC00000421,A00001114,M00004330,pays_to,88
RC00000422,C000007957,D00039365,uses_device,90
RC00000422,D00039365,A00006317,linked_payout_account,92
RC00000422,A00006317,C000017766,pays_to,88
RC00000423,C000008659,D00044603,uses_device,90
RC00000423,D00044603,A00008639,linked_payout_account,92
RC00000423,A00008639,C000019332,pays_to,62
RC00000424,C000009400,D00000132,uses_device,64
RC00000424,D00000132,A00011090,linked_payout_account,70
RC00000424,A00011090,C000000985,pays_to,88
RC00000425,C000009881,D00003721,uses_device,64
RC00000425,D00003721,A00000681,linked_payout_account,70
RC00000425,A00000681,M00004441,pays_to,88
RC00000426,C000011935,D00019047,uses_device,64
RC00000426,D00019047,A00007475,linked_payout_account,70
RC00000426,A00007475,M00002443,pays_to,88
RC00000427,C000012416,D00022636,uses_device,64
RC00000427,D00022636,A00009066,linked_payout_account,70
RC00000427,A00009066,C000007713,pays_to,88
RC00000428,C000013989,D00034373,uses_device,64
RC00000428,D00034373,A00002269,linked_payout_account,70
RC00000428,A00002269,M00000445,pays_to,88
RC00000429,C000014470,D00037962,uses_device,64
RC00000429,D00037962,A00003860,linked_payout_account,70
RC00000429,A00003860,C000012295,pays_to,88
RC00000430,C000016394,D00002318,uses_device,64
RC00000430,D00002318,A00010224,linked_payout_account,70
RC00000430,A00010224,M00003960,pays_to,88
RC00000431,C000017967,D00014055,uses_device,90
RC00000431,D00014055,A00003427,linked_payout_account,92
RC00000431,A00003427,C000000096,pays_to,88
RC00000432,C000019410,D00024822,uses_device,64
RC00000432,D00024822,A00008200,linked_payout_account,70
RC00000432,A00008200,M00003368,pays_to,88
RC00000433,C000019891,D00028411,uses_device,64
RC00000433,D00028411,A00009791,linked_payout_account,70
RC00000433,A00009791,M00004071,pays_to,88
RC00000434,C000001945,D00043737,uses_device,64
RC00000434,D00043737,A00004585,linked_payout_account,70
RC00000434,A00004585,M00002073,pays_to,88
RC00000435,C000002426,D00047326,uses_device,64
RC00000435,D00047326,A00006176,linked_payout_account,70
RC00000435,A00006176,C000010043,pays_to,88
RC00000436,C000003999,D00009063,uses_device,64
RC00000436,D00009063,A00011379,linked_payout_account,70
RC00000436,A00011379,M00000075,pays_to,88
RC00000437,C000004480,D00012652,uses_device,64
RC00000437,D00012652,A00000970,linked_payout_account,70
RC00000437,A00000970,C000014625,pays_to,88
RC00000438,C000006404,D00027008,uses_device,64
RC00000438,D00027008,A00007334,linked_payout_account,70
RC00000438,A00007334,M00003590,pays_to,88
RC00000439,C000007366,D00034186,uses_device,64
RC00000439,D00034186,A00010516,linked_payout_account,70
RC00000439,A00010516,M00004996,pays_to,88
RC00000440,C000007977,D00038745,uses_device,90
RC00000440,D00038745,A00000537,linked_payout_account,92
RC00000440,A00000537,C000002426,pays_to,88
RC00000441,C000009420,D00049512,uses_device,64
RC00000441,D00049512,A00005310,linked_payout_account,70
RC00000441,A00005310,M00002998,pays_to,88
RC00000442,C000009901,D00003101,uses_device,64
RC00000442,D00003101,A00006901,linked_payout_account,70
RC00000442,A00006901,M00003701,pays_to,88
RC00000443,C000011955,D00018427,uses_device,64
RC00000443,D00018427,A00001695,linked_payout_account,70
RC00000443,A00001695,M00001703,pays_to,88
RC00000444,C000012436,D00022016,uses_device,64
RC00000444,D00022016,A00003286,linked_payout_account,70
RC00000444,A00003286,C000012373,pays_to,88
RC00000445,C000014490,D00037342,uses_device,64
RC00000445,D00037342,A00010080,linked_payout_account,70
RC00000445,A00010080,C000016955,pays_to,88
RC00000446,C000015985,D00048497,uses_device,90
RC00000446,D00048497,A00003025,linked_payout_account,92
RC00000446,A00003025,C000000290,pays_to,62
RC00000447,C000016414,D00001698,uses_device,64
RC00000447,D00001698,A00004444,linked_payout_account,70
RC00000447,A00004444,M00003220,pays_to,88
RC00000448,C000017376,D00008876,uses_device,64
RC00000448,D00008876,A00007626,linked_payout_account,70
RC00000448,A00007626,M00004626,pays_to,88
RC00000449,C000017987,D00013435,uses_device,90
RC00000449,D00013435,A00009647,linked_payout_account,92
RC00000449,A00009647,M00000519,pays_to,88
RC00000450,C000019430,D00024202,uses_device,64
RC00000450,D00024202,A00002420,linked_payout_account,70
RC00000450,A00002420,M00002628,pays_to,88
RC00000451,C000019911,D00027791,uses_device,64
RC00000451,D00027791,A00004011,linked_payout_account,70
RC00000451,A00004011,C000009048,pays_to,88
RC00000452,C000001965,D00043117,uses_device,64
RC00000452,D00043117,A00010805,linked_payout_account,70
RC00000452,A00010805,C000013630,pays_to,88
RC00000453,C000002446,D00046706,uses_device,64
RC00000453,D00046706,A00000396,linked_payout_account,70
RC00000453,A00000396,M00002036,pays_to,88
RC00000454,C000004500,D00012032,uses_device,64
RC00000454,D00012032,A00007190,linked_payout_account,70
RC00000454,A00007190,C000019285,pays_to,88
RC00000455,C000005995,D00023187,uses_device,90
RC00000455,D00023187,A00000135,linked_payout_account,92
RC00000455,A00000135,C000002620,pays_to,62
RC00000456,C000006424,D00026388,uses_device,64
RC00000456,D00026388,A00001554,linked_payout_account,70
RC00000456,A00001554,M00002850,pays_to,88
RC00000457,C000007386,D00033566,uses_device,64
RC00000457,D00033566,A00004736,linked_payout_account,70
RC00000457,A00004736,M00004256,pays_to,88
RC00000458,C000007867,D00037155,uses_device,64
RC00000458,D00037155,A00006327,linked_payout_account,70
RC00000458,A00006327,C000006796,pays_to,88
RC00000459,C000007997,D00038125,uses_device,90
RC00000459,D00038125,A00006757,linked_payout_account,92
RC00000459,A00006757,M00000149,pays_to,88
RC00000460,C000009440,D00048892,uses_device,64
RC00000460,D00048892,A00011530,linked_payout_account,70
RC00000460,A00011530,M00002258,pays_to,88
RC00000461,C000009921,D00002481,uses_device,64
RC00000461,D00002481,A00001121,linked_payout_account,70
RC00000461,A00001121,C000011378,pays_to,88
RC00000462,C000011975,D00017807,uses_device,64
RC00000462,D00017807,A00007915,linked_payout_account,70
RC00000462,A00007915,C000015960,pays_to,88
RC00000463,C000012456,D00021396,uses_device,64
RC00000463,D00021396,A00009506,linked_payout_account,70
RC00000463,A00009506,M00001666,pays_to,88
RC00000464,C000016434,D00001078,uses_device,64
RC00000464,D00001078,A00010664,linked_payout_account,70
RC00000464,A00010664,C000005907,pays_to,88
RC00000465,C000017396,D00008256,uses_device,64
RC00000465,D00008256,A00001846,linked_payout_account,70
RC00000465,A00001846,M00003886,pays_to,88
RC00000466,C000017877,D00011845,uses_device,64
RC00000466,D00011845,A00003437,linked_payout_account,70
RC00000466,A00003437,C000009126,pays_to,88
RC00000467,C000019450,D00023582,uses_device,64
RC00000467,D00023582,A00008640,linked_payout_account,70
RC00000467,A00008640,M00001888,pays_to,88
RC00000468,C000019931,D00027171,uses_device,64
RC00000468,D00027171,A00010231,linked_payout_account,70
RC00000468,A00010231,C000013708,pays_to,88
RC00000469,C000001985,D00042497,uses_device,64
RC00000469,D00042497,A00005025,linked_payout_account,70
RC00000469,A00005025,C000018290,pays_to,88
RC00000470,C000002466,D00046086,uses_device,64
RC00000470,D00046086,A00006616,linked_payout_account,70
RC00000470,A00006616,M00001296,pays_to,88
RC00000471,C000004871,D00014031,uses_device,64
RC00000471,D00014031,A00002571,linked_payout_account,70
RC00000471,A00002571,M00004811,pays_to,88
RC00000472,C000006444,D00025768,uses_device,64
RC00000472,D00025768,A00007774,linked_payout_account,70
RC00000472,A00007774,C000008237,pays_to,88
RC00000473,C000007406,D00032946,uses_device,64
RC00000473,D00032946,A00010956,linked_payout_account,70
RC00000473,A00010956,C000010383,pays_to,88
RC00000474,C000007887,D00036535,uses_device,64
RC00000474,D00036535,A00000547,linked_payout_account,70
RC00000474,A00000547,M00004219,pays_to,88
RC00000475,C000009460,D00048272,uses_device,64
RC00000475,D00048272,A00005750,linked_payout_account,70
RC00000475,A00005750,M00001518,pays_to,88
RC00000476,C000009941,D00001861,uses_device,64
RC00000476,D00001861,A00007341,linked_payout_account,70
RC00000476,A00007341,C000016038,pays_to,88
RC00000477,C000011995,D00017187,uses_device,64
RC00000477,D00017187,A00002135,linked_payout_account,70
RC00000477,A00002135,C000000620,pays_to,88
RC00000478,C000012476,D00020776,uses_device,64
RC00000478,D00020776,A00003726,linked_payout_account,70
RC00000478,A00003726,M00000926,pays_to,88
RC00000479,C000013321,D00027081,uses_device,90
RC00000479,D00027081,A00006521,linked_payout_account,92
RC00000479,A00006521,C000003578,pays_to,62
RC00000480,C000014881,D00038721,uses_device,64
RC00000480,D00038721,A00011681,linked_payout_account,70
RC00000480,A00011681,M00004441,pays_to,88
RC00000481,C000016454,D00000458,uses_device,64
RC00000481,D00000458,A00004884,linked_payout_account,70
RC00000481,A00004884,C000010567,pays_to,88
RC00000482,C000017416,D00007636,uses_device,64
RC00000482,D00007636,A00008066,linked_payout_account,70
RC00000482,A00008066,C000012713,pays_to,88
RC00000483,C000017897,D00011225,uses_device,64
RC00000483,D00011225,A00009657,linked_payout_account,70
RC00000483,A00009657,M00003849,pays_to,88
RC00000484,C000019470,D00022962,uses_device,64
RC00000484,D00022962,A00002860,linked_payout_account,70
RC00000484,A00002860,C000017295,pays_to,88
RC00000485,C000019951,D00026551,uses_device,64
RC00000485,D00026551,A00004451,linked_payout_account,70
RC00000485,A00004451,M00001851,pays_to,88
RC00000486,C000002486,D00045466,uses_device,64
RC00000486,D00045466,A00000836,linked_payout_account,70
RC00000486,A00000836,M00000556,pays_to,88
RC00000487,C000003331,D00001771,uses_device,90
RC00000487,D00001771,A00003631,linked_payout_account,92
RC00000487,A00003631,C000005908,pays_to,62
RC00000488,C000004891,D00013411,uses_device,64
RC00000488,D00013411,A00008791,linked_payout_account,70
RC00000488,A00008791,M00004071,pays_to,88
RC00000489,C000005372,D00017000,uses_device,64
RC00000489,D00017000,A00010382,linked_payout_account,70
RC00000489,A00010382,C000010461,pays_to,88
RC00000490,C000006464,D00025148,uses_device,64
RC00000490,D00025148,A00001994,linked_payout_account,70
RC00000490,A00001994,C000012897,pays_to,88
RC00000491,C000007426,D00032326,uses_device,64
RC00000491,D00032326,A00005176,linked_payout_account,70
RC00000491,A00005176,C000015043,pays_to,88
RC00000492,C000007907,D00035915,uses_device,64
RC00000492,D00035915,A00006767,linked_payout_account,70
RC00000492,A00006767,M00003479,pays_to,88
RC00000493,C000009480,D00047652,uses_device,64
RC00000493,D00047652,A00011970,linked_payout_account,70
RC00000493,A00011970,C000019625,pays_to,88
RC00000494,C000009961,D00001241,uses_device,64
RC00000494,D00001241,A00001561,linked_payout_account,70
RC00000494,A00001561,M00001481,pays_to,88
RC00000495,C000012496,D00020156,uses_device,64
RC00000495,D00020156,A00009946,linked_payout_account,70
RC00000495,A00009946,M00000186,pays_to,88
RC00000496,C000014901,D00038101,uses_device,64
RC00000496,D00038101,A00005901,linked_payout_account,70
RC00000496,A00005901,M00003701,pays_to,88
RC00000497,C000015382,D00041690,uses_device,64
RC00000497,D00041690,A00007492,linked_payout_account,70
RC00000497,A00007492,C000012791,pays_to,88
RC00000498,C000016474,D00049838,uses_device,64
RC00000498,D00049838,A00011104,linked_payout_account,70
RC00000498,A00011104,M00001000,pays_to,88
RC00000499,C000017436,D00007016,uses_device,64
RC00000499,D00007016,A00002286,linked_payout_account,70
RC00000499,A00002286,C000017373,pays_to,88
RC00000500,C000017917,D00010605,uses_device,64
RC00000500,D00010605,A00003877,linked_payout_account,70
RC00000500,A00003877,M00003109,pays_to,88
RC00000501,C000019490,D00022342,uses_device,64
RC00000501,D00022342,A00009080,linked_payout_account,70
RC00000501,A00009080,C000001955,pays_to,88
RC00000502,C000019971,D00025931,uses_device,64
RC00000502,D00025931,A00010671,linked_payout_account,70
RC00000502,A00010671,M00001111,pays_to,88
RC00000503,C000004911,D00012791,uses_device,64
RC00000503,D00012791,A00003011,linked_payout_account,70
RC00000503,A00003011,C000014048,pays_to,88
RC00000504,C000005392,D00016380,uses_device,64
RC00000504,D00016380,A00004602,linked_payout_account,70
RC00000504,A00004602,M00004034,pays_to,88
RC00000505,C000005873,D00019969,uses_device,64
RC00000505,D00019969,A00006193,linked_payout_account,70
RC00000505,A00006193,M00004737,pays_to,88
RC00000506,C000006484,D00024528,uses_device,64
RC00000506,D00024528,A00008214,linked_payout_account,70
RC00000506,A00008214,M00000630,pays_to,88
RC00000507,C000007446,D00031706,uses_device,64
RC00000507,D00031706,A00011396,linked_payout_account,70
RC00000507,A00011396,M00002036,pays_to,88
RC00000508,C000007927,D00035295,uses_device,64
RC00000508,D00035295,A00000987,linked_payout_account,70
RC00000508,A00000987,M00002739,pays_to,88
RC00000509,C000009500,D00047032,uses_device,64
RC00000509,D00047032,A00006190,linked_payout_account,70
RC00000509,A00006190,C000004285,pays_to,88
RC00000510,C000009981,D00000621,uses_device,64
RC00000510,D00000621,A00007781,linked_payout_account,70
RC00000510,A00007781,M00000741,pays_to,88
RC00000511,C000010657,D00005665,uses_device,90
RC00000511,D00005665,A00010017,linked_payout_account,92
RC00000511,A00010017,C000006866,pays_to,62
RC00000512,C000012867,D00022155,uses_device,64
RC00000512,D00022155,A00005327,linked_payout_account,70
RC00000512,A00005327,C000011796,pays_to,88
RC00000513,C000014921,D00037481,uses_device,64
RC00000513,D00037481,A00000121,linked_payout_account,70
RC00000513,A00000121,C000016378,pays_to,88
RC00000514,C000015402,D00041070,uses_device,64
RC00000514,D00041070,A00001712,linked_payout_account,70
RC00000514,A00001712,M00003664,pays_to,88
RC00000515,C000015883,D00044659,uses_device,64
RC00000515,D00044659,A00003303,linked_payout_account,70
RC00000515,A00003303,M00004367,pays_to,88
RC00000516,C000016494,D00049218,uses_device,64
RC00000516,D00049218,A00005324,linked_payout_account,70
RC00000516,A00005324,M00000260,pays_to,88
RC00000517,C000017456,D00006396,uses_device,64
RC00000517,D00006396,A00008506,linked_payout_account,70
RC00000517,A00008506,M00001666,pays_to,88
RC00000518,C000017937,D00009985,uses_device,64
RC00000518,D00009985,A00010097,linked_payout_account,70
RC00000518,A00010097,M00002369,pays_to,88
RC00000519,C000019991,D00025311,uses_device,64
RC00000519,D00025311,A00004891,linked_payout_account,70
RC00000519,A00004891,M00000371,pays_to,88
RC00000520,C000000667,D00030355,uses_device,90
RC00000520,D00030355,A00007127,linked_payout_account,92
RC00000520,A00007127,C000009196,pays_to,62
RC00000521,C000002877,D00046845,uses_device,64
RC00000521,D00046845,A00002437,linked_payout_account,70
RC00000521,A00002437,C000014126,pays_to,88
RC00000522,C000004931,D00012171,uses_device,64
RC00000522,D00012171,A00009231,linked_payout_account,70
RC00000522,A00009231,C000018708,pays_to,88
RC00000523,C000005412,D00015760,uses_device,64
RC00000523,D00015760,A00010822,linked_payout_account,70
RC00000523,A00010822,M00003294,pays_to,88
RC00000524,C000005893,D00019349,uses_device,64
RC00000524,D00019349,A00000413,linked_payout_account,70
RC00000524,A00000413,C000000854,pays_to,88
RC00000525,C000007466,D00031086,uses_device,64
RC00000525,D00031086,A00005616,linked_payout_account,70
RC00000525,A00005616,M00001296,pays_to,88
RC00000526,C000007947,D00034675,uses_device,64
RC00000526,D00034675,A00007207,linked_payout_account,70
RC00000526,A00007207,C000005436,pays_to,88
